"34619","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-11-05","08:19:52","08:19:52","39","-85","-85"
"34620","80:00:6e:d1:50:b6","80:00:6e","202481600165262","Spring Street, Williamstown","2014-10-29","09:52:34","09:52:34","2","-81","-81"
"34621","10:a5:d0:8d:d4:0c","10:a5:d0","202481600165262","Spring Street, Williamstown","2014-10-31","11:19:16","11:19:16","71","-69","-69"
"34622","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-10-31","08:39:24","16:18:41","11250","-79","-83"
"34623","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-27","01:11:18","18:08:56","10166","-75","-81"
"34624","0c:3e:9f:0b:f3:fc","0c:3e:9f","202481595345319","Lever Office, North Adams","2014-09-30","17:55:53","17:55:53","12","-81","-81"
"34625","ac:81:12:7c:a4:7b","ac:81:12","202481595345319","Lever Office, North Adams","2014-10-03","11:54:55","11:54:55","227","-79","-79"
"34626","9c:4e:36:dd:f9:d0","9c:4e:36","202481600165262","Spring Street, Williamstown","2014-11-12","12:42:48","12:42:48","207","-81","-81"
"34627","b8:ae:6e:15:9f:2a","b8:ae:6e","202481600165262","Spring Street, Williamstown","2014-11-04","17:02:03","17:02:03","2","-79","-79"
"34628","a4:17:31:4d:fa:f9","a4:17:31","202481600165262","Spring Street, Williamstown","2014-11-17","17:41:09","17:41:09","438","-69","-69"
"34629","1c:3e:84:52:92:25","1c:3e:84","202481595345319","Lever Office, North Adams","2014-11-03","12:43:10","12:43:10","865","-81","-81"
"34630","00:26:ab:bb:cb:6c","00:26:ab","202481601997564","MASS MoCa, North Adams","2014-10-05","09:39:45","09:39:45","341","-69","-69"
"34631","4c:60:de:85:41:81","4c:60:de","202481600165262","Spring Street, Williamstown","2014-10-22","06:32:06","13:33:02","4034","-83","-83"
"34632","d0:e7:82:d5:b9:73","d0:e7:82","202481600165262","Spring Street, Williamstown","2014-10-26","00:46:16","00:46:16","1058","-75","-75"
"34633","4c:60:de:85:41:81","4c:60:de","202481600165262","Spring Street, Williamstown","2014-11-09","11:54:09","11:54:09","625","-79","-79"
"34634","a4:17:31:4d:fa:f9","a4:17:31","202481600165262","Spring Street, Williamstown","2014-10-27","12:53:39","12:53:39","548","-77","-77"
"34635","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-16","02:32:31","23:48:52","13394","-71","-73"
"34636","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-15","04:49:05","19:16:52","8902","-71","-75"
"34637","28:e0:2c:b3:5f:49","28:e0:2c","202481601997564","MASS MoCa, North Adams","2014-11-15","15:53:34","15:53:34","148","-47","-47"
"34638","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-29","14:07:04","19:00:59","6334","-73","-75"
"34639","e0:75:7d:55:5e:d9","e0:75:7d","202481600165262","Spring Street, Williamstown","2014-10-21","11:05:02","11:05:02","1274","-69","-69"
"34640","c8:85:50:87:d9:b7","c8:85:50","202481600165262","Spring Street, Williamstown","2014-11-12","17:13:09","17:13:09","3","-75","-75"
"34641","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-23","19:33:16","21:30:46","2128","-75","-77"
"34642","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-09-27","01:33:27","20:09:17","11729","-71","-73"
"34643","08:d4:0c:05:65:1d","08:d4:0c","202481600165262","Spring Street, Williamstown","2014-11-06","09:27:45","09:27:45","552","-63","-63"
"34644","64:a3:cb:33:93:0c","64:a3:cb","202481600165262","Spring Street, Williamstown","2014-10-31","13:40:23","13:40:23","4","-83","-83"
"34645","08:70:45:79:f5:3d","08:70:45","202481601997564","MASS MoCa, North Adams","2014-10-10","15:08:50","15:08:50","70","-77","-77"
"34646","e8:8d:28:ba:81:2f","e8:8d:28","202481600165262","Spring Street, Williamstown","2014-11-04","09:33:45","09:33:45","383","-49","-49"
"34647","7c:d1:c3:4e:ed:66","7c:d1:c3","202481595345319","Lever Office, North Adams","2014-10-15","10:40:42","10:40:42","14","-75","-75"
"34648","ee:36:9f:6a:5d:11","ee:36:9f","202481595345319","Lever Office, North Adams","2014-11-20","14:45:28","14:45:28","25","-73","-73"
"34649","4c:60:de:85:41:81","4c:60:de","202481600165262","Spring Street, Williamstown","2014-10-28","12:56:43","12:56:43","3048","-81","-81"
"34650","b8:e9:37:5b:a5:6b","b8:e9:37","202481600165262","Spring Street, Williamstown","2014-10-27","04:19:09","12:13:50","1863","-75","-79"
"34651","dc:a9:71:16:1d:c7","dc:a9:71","202481595345319","Lever Office, North Adams","2014-10-29","12:26:33","12:26:33","257","-81","-81"
"34652","20:6e:9c:e6:45:6f","20:6e:9c","202481600165262","Spring Street, Williamstown","2014-11-04","18:11:04","18:11:04","39","-71","-71"
"34653","a4:17:31:4d:fd:a7","a4:17:31","202481600165262","Spring Street, Williamstown","2014-10-30","09:56:58","09:56:58","550","-59","-59"
"34654","a4:17:31:4e:01:4b","a4:17:31","202481600165262","Spring Street, Williamstown","2014-10-22","13:58:18","19:36:44","1904","-45","-53"
"34655","fa:27:8c:9a:14:e1","fa:27:8c","202481600165262","Spring Street, Williamstown","2014-11-17","18:15:32","18:15:32","1","-81","-81"
"34656","10:40:f3:5c:c6:fc","10:40:f3","202481601997564","MASS MoCa, North Adams","2014-10-18","13:21:07","13:21:07","18","-79","-79"
"34657","38:0f:4a:62:63:dd","38:0f:4a","202481601997564","MASS MoCa, North Adams","2014-10-19","19:49:39","19:49:39","2","-71","-71"
"34658","40:83:de:2f:b2:14","40:83:de","202481600165262","Spring Street, Williamstown","2014-10-27","16:22:26","16:22:26","486","-73","-73"
"34659","4a:fa:25:c0:47:a2","4a:fa:25","202481600165262","Spring Street, Williamstown","2014-10-22","14:56:35","14:56:35","2","-73","-73"
"34660","e0:f5:c6:96:c6:dc","e0:f5:c6","202481600165262","Spring Street, Williamstown","2014-10-29","12:27:45","12:27:45","21","-77","-77"
"34661","1c:3e:84:8d:4f:85","1c:3e:84","202481600165262","Spring Street, Williamstown","2014-10-22","20:33:11","20:33:11","302","-63","-63"
"34662","10:a5:d0:ff:f0:e5","10:a5:d0","202481600165262","Spring Street, Williamstown","2014-10-27","10:48:24","10:48:24","340","-77","-77"
"34663","00:26:b4:58:be:96","00:26:b4","202481600165262","Spring Street, Williamstown","2014-10-29","14:47:28","14:47:28","4","-75","-75"
"34664","64:a7:69:70:eb:61","64:a7:69","202481600165262","Spring Street, Williamstown","2014-10-17","18:10:54","20:48:50","353","-79","-85"
"34665","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-03","00:10:04","17:38:29","10490","-73","-79"
"34666","1c:3e:84:52:92:25","1c:3e:84","202481595345319","Lever Office, North Adams","2014-11-15","08:58:39","08:58:39","275","-83","-83"
"34667","34:23:ba:64:62:94","34:23:ba","202481595345319","Lever Office, North Adams","2014-11-01","20:44:54","20:44:54","13","-81","-81"
"34668","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-11-11","11:59:53","11:59:53","614","-73","-73"
"34669","74:2f:68:e7:5c:b1","74:2f:68","202481600165262","Spring Street, Williamstown","2014-10-31","00:45:06","00:45:06","183","-83","-83"
"34670","ac:cf:5c:55:6a:be","ac:cf:5c","202481600165262","Spring Street, Williamstown","2014-10-21","07:54:19","08:03:17","2755","-83","-85"
"34671","28:e0:2c:b3:5f:49","28:e0:2c","202481601997564","MASS MoCa, North Adams","2014-11-20","16:27:09","16:27:09","125","-73","-73"
"34672","2c:b4:3a:77:15:6f","2c:b4:3a","202481600165262","Spring Street, Williamstown","2014-10-25","16:00:08","16:00:08","16","-83","-83"
"34673","68:a3:c4:ea:ae:3e","68:a3:c4","202481595345319","Lever Office, North Adams","2014-10-27","14:28:35","14:28:35","371","-81","-81"
"34674","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-10-01","02:03:50","22:53:47","21628","-75","-83"
"34675","d0:22:be:a6:f2:93","d0:22:be","202481601997564","MASS MoCa, North Adams","2014-10-06","00:14:25","00:14:25","36","-69","-69"
"34676","00:26:ab:bb:cb:6c","00:26:ab","202481601997564","MASS MoCa, North Adams","2014-10-13","11:42:09","11:42:09","721","-79","-79"
"34677","04:db:56:15:92:83","04:db:56","202481601997564","MASS MoCa, North Adams","2014-10-29","09:09:07","09:09:07","70","-75","-75"
"34678","b4:75:0e:14:16:5a","b4:75:0e","202481600165262","Spring Street, Williamstown","2014-11-10","13:36:51","13:36:51","154","-79","-79"
"34679","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-24","11:47:27","17:38:59","6344","-73","-79"
"34680","d4:f4:6f:3a:0b:bd","d4:f4:6f","202481600165262","Spring Street, Williamstown","2014-10-28","11:49:38","11:49:38","42","-71","-71"
"34681","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-10-21","08:57:56","16:02:45","35734","-77","-83"
"34682","78:31:c1:60:4f:65","78:31:c1","202481600165262","Spring Street, Williamstown","2014-10-25","19:24:24","19:24:24","234","-85","-85"
"34683","0c:30:21:47:e0:04","0c:30:21","202481600165262","Spring Street, Williamstown","2014-10-25","12:14:58","12:14:58","314","-79","-79"
"34684","28:cf:da:d9:dd:52","28:cf:da","202481600165262","Spring Street, Williamstown","2014-11-08","10:00:48","10:00:48","446","-77","-77"
"34685","40:b0:fa:63:26:02","40:b0:fa","202481600165262","Spring Street, Williamstown","2014-10-29","17:14:22","17:14:22","31","-85","-85"
"34686","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-11-14","16:25:41","16:25:41","1292","-77","-77"
"34687","bc:67:78:32:30:1e","bc:67:78","202481595345319","Lever Office, North Adams","2014-11-12","12:11:42","12:11:42","360","-81","-81"
"34688","3c:ab:8e:dc:09:56","3c:ab:8e","202481600165262","Spring Street, Williamstown","2014-10-21","14:15:22","14:15:22","284","-71","-71"
"34689","00:25:4b:8f:ed:0e","00:25:4b","202481601997564","MASS MoCa, North Adams","2014-11-01","14:38:37","18:27:20","2805","-75","-79"
"34690","50:a4:c8:f4:37:46","50:a4:c8","202481601997564","MASS MoCa, North Adams","2014-09-27","19:06:48","19:06:48","324","-79","-79"
"34691","6c:70:9f:5f:2c:77","6c:70:9f","202481600165262","Spring Street, Williamstown","2014-10-22","09:25:30","09:25:30","22","-83","-83"
"34692","88:53:2e:33:ca:d9","88:53:2e","202481600165262","Spring Street, Williamstown","2014-11-21","10:43:41","10:43:41","156","-69","-69"
"34693","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-17","14:03:18","21:44:46","16554","-69","-75"
"34694","e8:8d:28:ba:81:2f","e8:8d:28","202481600165262","Spring Street, Williamstown","2014-10-29","13:42:56","14:43:33","458","-47","-51"
"34695","40:78:6a:92:81:b4","40:78:6a","202481595345319","Lever Office, North Adams","2014-11-19","13:30:55","13:30:55","137","-79","-79"
"34696","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-10-03","01:48:54","18:35:16","27072","-63","-75"
"34697","1a:06:be:75:d0:0c","1a:06:be","202481600165262","Spring Street, Williamstown","2014-10-25","17:58:22","17:58:22","3","-69","-69"
